iteration,reward_mean,length_mean,games,loss
121000,16.88,19.88,8.0,0.08193308115005493
121500,14.62,17.62,8.0,0.11908870935440063
122000,12.38,15.38,8.0,0.058264780789613724
122500,13.12,16.12,8.0,0.047719210386276245
123000,19.75,22.75,8.0,0.044261883944272995
123500,16.12,19.12,8.0,0.04145655781030655
124000,18.75,21.75,8.0,0.049529094249010086
124500,17.0,20.0,8.0,0.14530925452709198
125000,18.38,21.38,8.0,0.03439367190003395
125500,17.5,20.5,8.0,0.041037146002054214
126000,16.62,19.62,8.0,0.03402110934257507
126500,18.25,21.25,8.0,0.039925992488861084
127000,16.62,19.62,8.0,0.08757459372282028
127500,16.88,19.88,8.0,0.07573031634092331
128000,17.62,20.62,8.0,0.045229993760585785
128500,9.75,12.12,8.0,0.10186051577329636
129000,16.0,19.0,8.0,0.10910357534885406
129500,17.62,20.62,8.0,0.038274869322776794
130000,17.25,20.25,8.0,0.057755596935749054
130500,10.25,13.25,8.0,0.02182096242904663
131000,18.5,21.5,8.0,0.04716712608933449
131500,19.88,22.88,8.0,0.045985132455825806
132000,14.0,17.0,8.0,0.0815117284655571
132500,19.0,22.0,8.0,0.05060971528291702
133000,13.75,16.75,8.0,0.05171418935060501
133500,14.12,17.12,8.0,0.1380094736814499
134000,18.25,21.25,8.0,0.02338092029094696
134500,14.12,17.12,8.0,0.04238129407167435
135000,18.0,21.0,8.0,0.03807435929775238
135500,9.0,12.0,8.0,0.2241758108139038
136000,14.12,17.12,8.0,0.03951951861381531
136500,15.75,18.75,8.0,0.07348551601171494
137000,17.25,20.25,8.0,0.022176705300807953
137500,14.62,17.62,8.0,0.03321247175335884
138000,12.62,15.62,8.0,0.12294924259185791
138500,14.12,17.12,8.0,0.07185131311416626
139000,14.12,17.12,8.0,0.03244440630078316
139500,16.62,19.62,8.0,0.03423207253217697
140000,18.5,21.5,8.0,0.034859735518693924
140500,15.88,18.88,8.0,0.04068630933761597
141000,14.12,17.12,8.0,0.040003255009651184
141500,15.12,18.12,8.0,0.032339394092559814
142000,13.25,16.25,8.0,0.058674123138189316
142500,20.88,23.88,8.0,0.02996860072016716
143000,11.5,14.5,8.0,0.06529691070318222
143500,17.62,20.62,8.0,0.14185366034507751
144000,5.12,8.12,8.0,0.08052892237901688
144500,14.5,17.5,8.0,0.04520297795534134
145000,15.88,18.88,8.0,0.08258005231618881
145500,13.38,16.38,8.0,0.0390644371509552
146000,15.62,18.62,8.0,0.04905378445982933
146500,12.25,15.25,8.0,0.15255780518054962
147000,21.38,24.38,8.0,0.030010957270860672
147500,18.5,21.5,8.0,0.04953969269990921
148000,15.5,18.5,8.0,0.14073599874973297
148500,15.75,18.75,8.0,0.1659826934337616
149000,8.12,11.12,8.0,0.08073274046182632
149500,16.12,19.12,8.0,0.055314213037490845
150000,15.62,18.62,8.0,0.10537095367908478
150500,19.12,22.12,8.0,0.04332451894879341
151000,16.5,19.5,8.0,0.0342639721930027
151500,14.5,17.5,8.0,0.030389288440346718
152000,19.25,22.25,8.0,0.12046949565410614
152500,14.88,17.88,8.0,0.09770377725362778
153000,16.5,19.5,8.0,0.02603129670023918
153500,19.12,22.12,8.0,0.04639096185564995
154000,17.5,20.5,8.0,0.0646848976612091
154500,16.5,19.5,8.0,0.05542774870991707
155000,17.25,20.25,8.0,0.04942649230360985
155500,18.12,21.12,8.0,0.06223900988698006
156000,14.5,17.5,8.0,0.1254260390996933
156500,18.38,21.38,8.0,0.08887846022844315
157000,13.62,16.62,8.0,0.048935338854789734
157500,17.25,20.25,8.0,0.052882637828588486
158000,16.5,19.5,8.0,0.024387627840042114
158500,15.38,18.38,8.0,0.02461119368672371
159000,13.12,16.12,8.0,0.0365191325545311
159500,10.75,13.75,8.0,0.04158449172973633
160000,13.5,16.5,8.0,0.05513569712638855
160500,15.62,18.62,8.0,0.04497986659407616
161000,16.0,19.0,8.0,0.06997903436422348
161500,14.12,17.12,8.0,0.027548499405384064
162000,12.88,15.88,8.0,0.06495913118124008
162500,14.0,17.0,8.0,0.032173339277505875
163000,18.75,21.75,8.0,0.1083907037973404
163500,19.5,22.5,8.0,0.08828412741422653
164000,18.75,21.75,8.0,0.08056028187274933
164500,16.0,19.0,8.0,0.027587030082941055
165000,13.75,16.75,8.0,0.10023769736289978
165500,11.38,14.38,8.0,0.03796285390853882
166000,19.0,22.0,8.0,0.06266192346811295
166500,20.88,23.88,8.0,0.09908439218997955
167000,13.75,16.75,8.0,0.07303045690059662
167500,15.5,18.5,8.0,0.03630797192454338
168000,15.5,18.5,8.0,0.1528148502111435
168500,19.88,22.88,8.0,0.05426294356584549
169000,17.12,20.12,8.0,0.02931104600429535
169500,14.88,17.88,8.0,0.03556426987051964
170000,16.88,19.88,8.0,0.04787982255220413
170500,16.12,19.12,8.0,0.050104737281799316
171000,19.88,22.88,8.0,0.1732405126094818
171500,18.88,21.88,8.0,0.09597016125917435
172000,18.38,21.38,8.0,0.046767208725214005
172500,18.75,21.75,8.0,0.060135822743177414
173000,16.75,19.75,8.0,0.1503518968820572
173500,17.67,20.67,9.0,0.02654610387980938
174000,12.12,15.12,8.0,0.0530162937939167
174500,14.62,17.62,8.0,0.17750884592533112
175000,15.0,18.0,8.0,0.02378786727786064
175500,15.88,18.88,8.0,0.05589842051267624
176000,20.5,23.5,8.0,0.031659793108701706
176500,17.25,20.25,8.0,0.05621396005153656
177000,17.38,20.38,8.0,0.11896979063749313
177500,17.5,20.5,8.0,0.09631171822547913
178000,14.88,17.88,8.0,0.04361199587583542
178500,19.38,22.38,8.0,0.04825068265199661
179000,13.12,16.12,8.0,0.04048139974474907
179500,19.88,22.88,8.0,0.06458957493305206
180000,18.5,21.5,8.0,0.08800960332155228
180500,17.75,20.75,8.0,0.1487358659505844
181000,18.12,21.12,8.0,0.04930936172604561
181500,17.12,20.12,8.0,0.19729939103126526
182000,14.12,17.12,8.0,0.0816582441329956
182500,15.5,18.5,8.0,0.021544020622968674
183000,17.25,20.25,8.0,0.10528978705406189
183500,14.0,17.0,8.0,0.02444029226899147
184000,18.62,21.62,8.0,0.08315028995275497
184500,13.75,16.75,8.0,0.07863925397396088
185000,15.67,18.67,9.0,0.08756125718355179
185500,9.0,12.0,8.0,0.10005491971969604
186000,20.75,23.75,8.0,0.04005471616983414
186500,14.12,17.12,8.0,0.06392567604780197
187000,14.38,17.38,8.0,0.037237297743558884
187500,16.88,19.88,8.0,0.06258489191532135
188000,14.75,17.75,8.0,0.12392458319664001
188500,14.25,17.25,8.0,0.034265466034412384
189000,13.5,16.5,8.0,0.049689240753650665
189500,14.12,17.12,8.0,0.06376652419567108
190000,16.62,19.62,8.0,0.11538077145814896
190500,23.75,26.75,8.0,0.031071659177541733
191000,21.0,24.0,8.0,0.12556639313697815
191500,12.12,15.12,8.0,0.06128038093447685
192000,16.75,19.75,8.0,0.1537075936794281
192500,21.75,24.75,8.0,0.13964833319187164
193000,14.12,17.12,8.0,0.0401928536593914
193500,14.5,17.5,8.0,0.057689834386110306
194000,16.62,19.62,8.0,0.03545043617486954
194500,20.5,23.5,8.0,0.031988807022571564
195000,15.88,18.88,8.0,0.02433488331735134
195500,17.5,20.5,8.0,0.04141726717352867
196000,15.12,18.12,8.0,0.09700378775596619
196500,21.5,24.5,8.0,0.03074568882584572
197000,15.25,18.25,8.0,0.06724844872951508
197500,13.75,16.75,8.0,0.040549229830503464
198000,18.12,21.12,8.0,0.03400126472115517
198500,16.75,19.75,8.0,0.1415262371301651
199000,18.12,21.12,8.0,0.05249166861176491
199500,20.88,23.88,8.0,0.03283272311091423
200000,15.75,18.75,8.0,0.05339309200644493
